-0.1571146	0.38186455	0.20664363	-0.14082415	-0.13053554	-0.009279747	-0.02351733	-0.4407056	0.025451854	0.26248258	-0.05090213	0.030082094	0.17779917	0.016123641	-0.3690844	0.25686115
0.52728343	0.6399073	-0.097996876	-0.3358096	-0.5213951	-0.07722136	-0.30201066	-0.62286067	-0.40181124	0.3737121	0.05593732	-0.16704164	0.13245958	-0.59177333	-0.39409226	0.12285152
-0.32296872	0.19754808	0.19192854	0.11297793	0.12713313	-0.071146764	0.113957845	-0.26483867	0.3040296	0.27256912	-0.11005263	0.13443029	0.2075279	0.26409134	-0.23610318	0.23017356
-0.2602881	0.17462726	0.5208577	-0.23343845	0.15026425	0.10406464	-0.069161884	-0.10295233	0.12196791	0.1888313	0.15789089	0.22553961	0.1642111	0.27228305	-0.15364443	0.32636178
-0.117188595	0.30189323	0.1814679	-0.028916538	0.036855135	0.017548468	0.1256236	-0.2771707	0.28351104	-0.019460665	0.037798245	0.0695616	0.07868066	0.097036056	-0.39302015	0.12930389
-0.7021315	-0.3287569	0.37373307	0.2872789	0.4850809	-0.19921704	0.33185533	0.41636303	0.40898228	0.13510293	-0.3863619	0.30118656	0.3986854	0.7297923	0.18005058	0.06207321
0.15037577	0.29869035	0.08348853	-0.21039222	-0.23888303	-0.008634912	-0.25643238	-0.30881912	-0.35208806	0.35729906	-0.023579022	0.014082376	0.20724975	-0.17655176	-0.12621821	0.09496862
-0.12111018	0.3989887	0.06768396	-0.07240541	-0.18858509	-0.14509772	0.011615082	-0.41178882	-0.005304387	0.07280301	-0.18010874	-0.13676442	0.2122104	0.01652253	-0.38419	0.0042964458
-0.8178474	-0.33638716	0.36986908	0.49001455	0.3638207	-0.2553276	0.6185978	0.12879714	0.7343863	-0.45507035	-0.41307497	0.06555816	0.15251672	0.82929003	-0.42916712	0.022364076
-0.21539977	0.2571932	0.18877178	-0.15320148	0.048430894	-0.033248175	-0.12513891	-0.14963444	-0.099255376	0.21410762	-0.019349128	0.030822586	0.16578376	0.22655602	-0.07896387	0.050536923
0.029096393	0.6826159	0.048476074	-0.44551584	-0.62997943	-0.46917212	-0.5460605	-0.2294487	-0.5965051	0.18245946	-0.36468947	-0.4418224	0.5104551	-0.11842533	-0.20624483	-0.40220228
